kcc_call_id,CreatedOn,state_name,DISTRICT,block,Sector,category,CROP,season,query_type,QueryText,kcc_answer
5025743,2025-07-28T10:35:36.847,TELANGANA,WARANGAL RURAL,Wardhanna Pet,,Cereals,262,,Insect Management,QUERY ON USE OF GRANULES IN PADDY,"RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  8-10 KG /ACRE  
కార్బోఫురాన్ 3 జి గుళికలు 10  కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి"
5025744,2025-07-28T10:33:25.06,TELANGANA,,Wardhanna Pet,10717,Fiber Crop,262,,Insect Management,QUERY ON SUCKING PEST MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY FIPRONIL +IMIDACLOPRID (POLICE,LESENTA) 100GM/ 200 LITER OF WATER/ ACRE
ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
,2025-07-28T10:23:21.963,TELANGANA,NIRMAL,Kubeer,1068,Oilseeds,,NA,Plant Protection,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
5026021,,TELANGANA,NIRMAL,Tanur,10749,Oilseeds,262,,Insect Management,FARMER ASKED QUERY ABOUT CATERPILLAR MANAGEMENT IN SOYABEAN?,"నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
(OR)
థయోడికార్బ్ (లార్విన్) 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
5026020,2025-07-28T10:15:21.557,TELANGANA,NIRMAL,Tanur,10717,Fiber Crop,262,NA,Nutrient Deficiency/Excessiveness Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN COTTON?,NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి +అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి (3 GM / 1 LITER OF WATER)
5026004,2025-07-28T10:12:34.693,TELANGANA,KAMAREDDY,Pedda Kodapgal,10717,Fiber Crop,262,,NA (Not Applicable),LEAF SPOT IN COTTON MANAGEMENT,( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
5026019,2025-07-28T10:12:16.61,TELANGANA,NIRMAL,Tanur,10717,Fiber Crop,262,NA,Insect Management,FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN COTTON?,ఫ్లోనికామిడ్ (ఉలాల) 75  గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5026003,2025-07-28T10:10:33.243,TELANGANA,KAMAREDDY,Pedda Kodapgal,7177,Cereals,257,,,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు పడే అవకాశం ఉంది
5026018,2025-07-28T10:03:40.483,TELANGANA,KAMAREDDY,Jukkal,1866,Fiber Crops,257,,"Water Management, Micro Irrigation",Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5025917,2025-07-28T09:59:21.83,TELANGANA,WARANGAL,Geesugonda,10717,Fiber Crop,262,,NA (Not Applicable),FARMER ASKED QUERY ABOUT POST-EMERGENCE WEED MANAGEMENT IN COTTON?,"Fenoxaprop-p-ethyl is a selective post-emergent herbicide that targets grass weeds in a variety of crops, including cereals, rice, soybeans, and cotton. 
RECOMMENDED TO DO NOT SPRAY AFTER 30 DAYS CROP."
5025877,2025-07-28T09:32:40.817,TELANGANA,WARANGAL,Nekkonda,10709,Cereals,262,NA,NA (Not Applicable),CAN WE MIX  NANO UREA  AND INSECTICIDE TOGETHER?,RECOMMENDED NOT TO SPRAY NANO UREA  AND INSECTICIDE TOGETHER
5025800,2025-07-28T09:25:12.127,TELANGANA,NIRMAL,Mudhole,7177,Cereals,257,NA,Weather,Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది"
5025993,2025-07-28T09:02:34.523,TELANGANA,NIRMAL,Lokeswaram,7177,Cereals,257,,,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు పడే అవకాశం ఉంది
5025876,2025-07-28T08:26:25.857,TELANGANA,WARANGAL,Nekkonda,10709,Cereals,262,NA,Insect Management,FALL ARMYWORM MANAGEMENT IN MAIZE,RECOMMENDED TO SPRAY Novaluron 5.25% + Emamectin benzoate 0.9%(BARAZIDE) 320ML/200 LITER OF WATER/ACRE
5025875,2025-07-28T08:19:22.683,TELANGANA,WARANGAL,Nekkonda,10709,Cereals,262,NA,Insect Management,,"--RECOMMENDED TO SPRAY Novaluron 5.25% + Emamectin benzoate 0.9%(BARAZIDE) 320ML/200 LITER OF WATER/ACRE
-నోవాలురాన్ 5.25% + ఎమామెక్టిన్ బెంజోయేట్ 0.9%(బరాజైడ్) 320మి.లీ/200 లీటర్ల నీరు/ఎకరం స్ప్రే చేయాలని సిఫార్సు చేయబడింది.(OR)

RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
5026042,2025-07-28T08:12:48.753,TELANGANA,,,10717,Fiber Crop,262,NA,Insect Management,SUCKING PEST IN COTTON MANAGEMENT,RECOMMENDED TO SPRAY  FIPRONIL  +IMIDACLOPRID (POLICE) 100 GRAMS/200 LITRES OF WATER /ACRE
5026041,2025-07-28T08:11:21.817,TELANGANA,WARANGAL,Nekkonda,10712,Cereals,262,,Nutrient Deficiency/Excessiveness Management,-- FERTILIZER MANAGEMENT IN PADDY MAIN FIELD,"RECOMMENDED TO APPLY 1 BAG - DAP , UREA -33 KGS , POTASH - 15-20 KGS  BEFORE TRANSPLANTING IN MAIN FIELD ., LATER 32 KGS OF UREA AND 15 KGS OF POTASH AT 25-30 DAYS( PILAKA DASHA ) AND ALSO AT 60-65 DAYS ( CHIRRUPOTTA DASHA)"
5025921,2025-07-28T07:43:32.783,,NIRMAL,Mudhole,10717,Fiber Crop,262,NA,Nutrient Deficiency/Excessiveness Management,NUTRIENT MANAGEMENT IN COTTON,పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు +  అగ్రోమిం మాక్స్ @ 3 గ్రాములు లీటరు నీటికి లలిపి  పిచికారీ చేయండి.
,2025-07-28T07:42:22.093,TELANGANA,NIRMAL,Mudhole,10717,Fiber Crop,262,,Insect Management,APHIDS IN COTTON MANAGEMENT,అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5025976,2025-07-28T06:31:45.533,TELANGANA,KAMAREDDY,Gandhari,7177,Cereals,257,NA,Weather,Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది"
5047591,2025-07-27T19:11:26.173,TELANGANA,KAMAREDDY,Pedda Kodapgal,,Fiber Crops,,,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5050405,2025-07-27T18:43:36.543,TELANGANA,WARANGAL,Khanapur,,NA,,,NA,PADDY NURSERY WEED MANAGEMENT ;-,NO WEEDICIDE RECOMMENDED TO SPRAY IN THIS CROP STAGE
5052583,2025-07-27T18:37:12.647,TELANGANA,WARANGAL,Khanapur,,,NA,NA,NA,weed management in paddy nursery sown after 28 days crop,recommended to do hand weeding only
5047196,2025-07-27T18:20:45.51,TELANGANA,KAMAREDDY,Pedda Kodapgal,NA,Fiber Crops,NA,,"Water Management, Micro Irrigation",Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5047169,2025-07-27T18:12:15.387,TELANGANA,NIRMAL,Lokeswaram,NA,Cereals,,,"Water Management, Micro Irrigation",Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
5053638,2025-07-27T15:42:05.687,TELANGANA,NIRMAL,Laxmanchanda,,NA,,NA,,NUTRIENT MANAGEMENT IN SOYABEAN,19-19-19 @ 5 గ్రాములు +  అగ్రోమిం మాక్స్ @ 3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి.
5054339,2025-07-27T15:33:47.18,TELANGANA,KAMAREDDY,Gandhari,NA,,NA,NA,NA,MAIZE LEAF SPOT MANAGEMENT ;-,RECOMMENDED TO SPRAY CARBENDAZIM 12%+MANCOZEB 63%WP   400 GM / 200 LIT OF WATER /ACRE
5053727,2025-07-27T15:32:26.09,TELANGANA,KAMAREDDY,Gandhari,NA,NA,,NA,NA,MAIZE NUTRIENT MANAGEMENT ;-,RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS /LITRE OF WATER
5052405,2025-07-27T15:16:29.52,,KAMAREDDY,Banswada,,,NA,,,PADDY NURSERY  HARD SOIL  MANAGEMENT ;-,RECOMMENDED TO APPLY SSP - 1 KG/ 1CENT NURSERY/BEFORE 3 DAYS APPLY  NURERY FIELD
5047171,2025-07-27T15:15:50.51,TELANGANA,KAMAREDDY,Banswada,,Cereals,NA,NA,"Water Management, Micro Irrigation",,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
5053728,2025-07-27T14:29:54.16,TELANGANA,WARANGAL,Hasanparthy,NA,NA,NA,NA,NA,COTTON FERTILIZER MANAGEMENT ;-,RECOMMENDED TO APPLY UREA- 25 KG AND MOP- 15 KG/ACRE
,2025-07-27T14:28:46.147,TELANGANA,WARANGAL,Hasanparthy,NA,,,,NA,COTTON   ROOT ROT  MANAGEMENT ;-,RECOMMENDED TO DRENCH   COPPER OXYCHLORIDE   3 GRAMS / 1 LITRE OF WATER
5050809,2025-07-27T14:27:39.087,TELANGANA,WARANGAL,Hasanparthy,NA,NA,,NA,NA,COTTON  APHIDS  MANAGEMENT ;-,RECOMMENDED TO SPRAY IMIDACLOPRID  60 ML IN 200 LITERS OF WATER/ 1 ACRE.
5047420,2025-07-27T13:36:25.427,TELANGANA,KAMAREDDY,Madnur,,Cereals,,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5052401,2025-07-27T13:33:02.607,TELANGANA,KAMAREDDY,Gandhari,NA,NA,NA,NA,NA,no answer,INCOMPLETE CALL
,2025-07-27T13:22:03.04,TELANGANA,KAMAREDDY,NA,NA,NA,,NA,NA,"INCOMPLETE CALL
Non contactable - 	Busy
ANDHRA PRADESH ABANDONED OUT CALL FROM KISAN CALL CENTRE
???????? ???? ???? ?????? ???? ?????? ???? ????? ???????? ????????. ?????? ???? ???? ????? ????????,???? ????? ???? ??????  ????? ???? ????? ?????? 1800-180-1551 ?? ???? ??????.",INCOMPLETE CALL
5053620,2025-07-27T13:16:33.707,TELANGANA,KAMAREDDY,Machareddy,NA,,,,NA,Type of granules used in paddy field,కార్బోఫురాన్ 3 జి గుళికలు 10  కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి
5050890,2025-07-27T13:12:21.963,TELANGANA,KAMAREDDY,Madnur,NA,NA,NA,,,Farmer asked query about caterpillar management in soybean.,RECOMMENDED TO SPRAY  NOVALURON+INDOXACARB  (PLITHORA) 350 ML / 200 LITRES OF WATER / ACRE   నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5047573,2025-07-27T13:04:56.42,TELANGANA,NIRMAL,Mudhole,,Others,NA,NA,Weather,Farmer asked query on Weather,
5050900,2025-07-27T13:02:08.577,TELANGANA,NIRMAL,Mudhole,,NA,NA,NA,NA,stem borer management in paddy,కార్బోఫ్యూరాన్ 3 G గుళికలు  8 -10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి
5045692,2025-07-27T12:30:15.903,TELANGANA,KAMAREDDY,Machareddy,NA,,,NA,NA,farmer asked about pm kisan 20th installment releasing date,"PM KISAN 20th installment date not yet announced by the Government
ప్రధానమంత్రి కిసాన్ 20వ విడత తేదీని ప్రభుత్వం ఇంకా ప్రకటించలేదు."
5045681,2025-07-27T12:24:45.963,TELANGANA,WARANGAL,Geesugonda,,NA,NA,,,no response from the farmer voice is not audible to the farmer,INCOMPLETE CALL
5047584,2025-07-27T12:21:32.79,,KAMAREDDY,Domakonda,,Cereals,NA,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5052573,2025-07-27T12:07:35.303,TELANGANA,WARANGAL,NA,NA,NA,,,NA,FERTILIZER RECOMMENDATION IN PADDY,"RECOMMENDED TO APPLY UREA 33 KG/ACRE, POTASH 20 KG/ACRE"
5050811,2025-07-27T11:17:09.603,TELANGANA,KAMAREDDY,Gandhari,NA,,,NA,,FALL ARMY WORM MANAGEMENT IN MAIZE,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 -100 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90-100  గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ."
5047417,2025-07-27T11:15:41.91,TELANGANA,KAMAREDDY,Gandhari,NA,Millets,NA,NA,Weather,Farmer asked query on Weather,
5045695,2025-07-27T11:13:09.23,TELANGANA,KAMAREDDY,Gandhari,,,NA,,NA,INCOMPLETE CALL,INCOMPLETE CALL
5047410,2025-07-27T11:06:47.123,TELANGANA,KAMAREDDY,Ramareddy,NA,Cereals,,NA,Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA and CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
5050300,2025-07-27T10:53:44.26,TELANGANA,NIRMAL,Mudhole,,NA,NA,,NA,,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE/200 LITERS OF WATER).పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. +RECOMMENDED TO SPRAY AGROMINIMAX @ 600 GRAMS PER 200 LITERS OF WATER PER ACRE (3 GRAMS PER 1 LITER OF WATER )
అగ్రోమినిమాక్స్ 3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి."
5047216,2025-07-27T10:48:55.367,TELANGANA,KAMAREDDY,Gandhari,NA,Millets,,NA,Plant Protection,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5047581,,TELANGANA,KAMAREDDY,Dongli,NA,Oilseeds,NA,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5047593,2025-07-27T09:58:52.457,TELANGANA,WARANGAL,Geesugonda,,Cereals,NA,NA,Weather,Farmer asked query on Weather,--మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5047416,2025-07-27T09:56:01.35,TELANGANA,NIRMAL,Lokeswaram,NA,Cereals,NA,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5046276,2025-07-27T09:53:32.43,,WARANGAL,Warangal,,Fiber Crops,,,Fertilizer Use and Availability,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5047582,2025-07-27T09:27:00.997,TELANGANA,KAMAREDDY,Bichkunda,NA,Oilseeds,NA,,Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA and CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
5052570,2025-07-27T09:19:14.44,TELANGANA,WARANGAL,Narsampet,NA,,NA,NA,NA,weed management in cotton management,recommended to do hand weeding  only
5052591,2025-07-27T09:13:25.44,TELANGANA,WARANGAL,Atmakur,NA,,NA,NA,,weed management in turmeric sown after 30 days crop,recommended to do hand weeding only
5050869,2025-07-27T09:11:10.87,TELANGANA,WARANGAL,Atmakur,NA,NA,NA,,NA,mealy bugs in cotton management,--ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5051032,2025-07-27T08:42:22.493,TELANGANA,NIRMAL,Tanur,,NA,NA,NA,,midge fly in soyabean management,క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
5048664,2025-07-27T08:40:19.587,TELANGANA,NIRMAL,Tanur,,Oilseeds,,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5047411,2025-07-27T08:40:18.413,TELANGANA,KAMAREDDY,Gandhari,NA,Fiber Crops,NA,,Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY AND DRY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం ఉంది."
5045690,2025-07-27T08:39:01.227,TELANGANA,KAMAREDDY,Gandhari,NA,NA,NA,NA,,INCOMPLETE CALL,INCOMPLETE CALL
5045689,2025-07-27T08:38:40.27,TELANGANA,KAMAREDDY,Gandhari,,NA,NA,NA,,Farmer asked query on Weather,INCOMPLETE CALL
5047415,2025-07-27T08:36:44.387,TELANGANA,KAMAREDDY,Gandhari,NA,Fiber Crops,NA,NA,Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA and CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
5053729,2025-07-27T08:12:14.747,TELANGANA,WARANGAL,Nekkonda,,,NA,NA,NA,nutrient  management  in marigold,ఎకరానికి 200 లీటర్ల నీటిలో 19-19-19 1 కేజీ + ఆగ్రో మినీ మ్యాక్స్ 600 గ్రాములు కలిపి పిచికారీ చేయండి
5050806,2025-07-27T08:10:53.437,TELANGANA,WARANGAL,Nekkonda,NA,,,NA,,leaf minor in marigold management,--అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5046277,2025-07-27T07:54:44.06,TELANGANA,KAMAREDDY,Gandhari,NA,Millets,,NA,Fertilizer Use and Availability,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5054628,2025-07-27T07:43:15.323,TELANGANA,WARANGAL,Warangal,NA,NA,NA,NA,NA,,Recommended to use gypsum or SSP 1- 2 KGS For easy picking of paddy nursery to main field
5047414,2025-07-27T07:42:12.317,TELANGANA,KAMAREDDY,Gandhari,NA,Millets,,,Weather,Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA and CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
5047585,2025-07-27T07:25:21.98,TELANGANA,WARANGAL,Wardhanna Pet,,Fiber Crops,,NA,Weather,Farmer asked query on Weather,
5047203,2025-07-27T07:21:28.857,TELANGANA,NIRMAL,Kubeer,NA,Oilseeds,NA,NA,Plant Protection,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5047418,2025-07-27T07:04:04.273,TELANGANA,KAMAREDDY,Jukkal,,Fiber Crops,NA,NA,Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది."
5062519,2025-07-25T21:35:25.97,TELANGANA,KAMAREDDY,Gandhari,NA,Fiber Crops,NA,,NA,,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది"
5062508,2025-07-25T20:47:11.47,TELANGANA,NIRMAL,Lokeswaram,NA,Others,NA,,,Farmer asked query on Weather,"There is a chance of light to moderate rains in your area
మీ ప్రాంతంలో తేలికపాటి నుండి మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది"
5060116,2025-07-25T20:34:22.333,TELANGANA,NIRMAL,Sarangapur,,,NA,NA,NA,INCOMPLETE CALL,INCOMPLETE CALL
5060117,2025-07-25T20:34:10.047,TELANGANA,NIRMAL,Sarangapur,NA,,,NA,,INCOMPLETE CALL,INCOMPLETE CALL
5067738,,TELANGANA,NIRMAL,Bhainsa,NA,NA,NA,NA,,Nutrients management in cotton,"Advised farmer to spray Nano-Urea @ 2 to 4 ml per liter water for cotton
పత్తి కోసం లీటరు నీటికి 2 నుండి 4 మి.లీ. నానో-యూరియాను పిచికారీ చేయాలని రైతుకు సలహా ఇచ్చారు."
5064741,2025-07-25T19:21:37.29,TELANGANA,NIRMAL,Bhainsa,NA,,,,NA,Weed management in soyabean,"Advised farmer to take up manual weeding as the weeds are at 7 to 8 leaves stage
కలుపు మొక్కలు 7 నుండి 8 ఆకుల దశలో ఉన్నందున రైతు మాన్యువల్ కలుపు తీయుట చేపట్టాలని సలహా ఇచ్చారు."
5062521,2025-07-25T18:21:48.98,TELANGANA,KAMAREDDY,Jukkal,NA,Others,NA,NA,NA,Farmer asked query on Weather,"There is a chance of light to moderate rains in your area
మీ ప్రాంతంలో తేలికపాటి నుండి మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది"
5060130,2025-07-25T17:57:40.74,TELANGANA,KAMAREDDY,Gandhari,NA,,,,,Farmer asked query on Weather,INCOMPLETE CALL
5064740,2025-07-25T17:43:53.683,TELANGANA,WARANGAL,Sangem,NA,NA,NA,,,When the rains will stop as the soil is saturated and there is excess moisture in the soil for cotton,"--There is a chance of light to moderate rains in your area
మీ ప్రాంతంలో తేలికపాటి నుండి మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది"
5067752,2025-07-25T09:33:42.09,TELANGANA,NIRMAL,Bhainsa,NA,,NA,NA,NA,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN SOYABEAN,"Ambition  is recommended to be sprayed at 400ML/acre,Technical Content	Amino acid, fulvic acid and micro element
ఆంబిషన్ Ambition Plant Growth Promoter  400ML/ఎకరానికి పిచికారీ చేయడానికి సిఫార్సు చేయబడింది"
5065330,2025-07-25T09:31:13.437,TELANGANA,NIRMAL,Bhainsa,NA,,NA,NA,NA,FARMER ASKED QUERY ABOUT CATERPILLAR MANAGEMENT IN SOYABEAN,"RECOMMENDED TO SPRAY CHLORANTHRANILIPROL 60 ML / 150 LITRES OF WATER /ACRE 

క్లోరన్తానిలిప్రోల్ 60 మిల్లి లీటర్లు / 150 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి."
5062491,2025-07-25T09:29:56.13,TELANGANA,NIRMAL,Bhainsa,NA,Oilseeds,,NA,NA,,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
5065325,2025-07-25T09:27:42.393,TELANGANA,,Ghanpur(Station),NA,NA,NA,,,DOSAGE OF TOLFENPYRAD CHEMICAL  INFORMATION,RECOMMENDED TO SPRAY  Tolfenpyrad 15% EC(KEEFUN) 400ml/200 LITER OF WATER
5062514,2025-07-25T08:39:29.353,TELANGANA,NIRMAL,Bhainsa,,Fiber Crops,,,NA,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది
5062462,2025-07-25T08:19:30.113,TELANGANA,NIRMAL,Tanur,,Oilseeds,NA,NA,,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5066334,2025-07-25T07:56:11.643,TELANGANA,KAMAREDDY,Madnur,NA,NA,,,,FARMER ASKED QUERY ON WEED MANAGEMENT IN SOYBEAN,"RECOMMENDED TO  SPRAY: 
Whip Super Herbicide Technical Details
Technical Name: Fenoxaprop-p-ethyl 9% w/v EC
Dosage/Acre:444.4 GRAMS

స్ప్రే చేయడానికి సిఫార్సు చేయబడింది: 

విప్ సూపర్ హెర్బిసైడ్ సాంకేతిక వివరాలు

సాంకేతిక పేరు: ఫెనోక్సాప్రాప్-పి-ఇథైల్ 9% w/v EC

మోతాదు/ఎకరం: 444.4 గ్రాములు"
5062501,2025-07-25T07:52:28.64,TELANGANA,KAMAREDDY,Madnur,,Oilseeds,,NA,NA,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది"
5062509,2025-07-25T07:38:21.457,TELANGANA,KAMAREDDY,Ramareddy,NA,Cereals,NA,,NA,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5060111,2025-07-25T07:19:36.283,TELANGANA,KAMAREDDY,Domakonda,NA,NA,,,NA,INCOMPLETE CALL-CALL IS DISCONNECTED BY FARMER,INCOMPLETE CALL
